position,original_char,replacement_char,original_word,perturbed_word,word_freq,perturbed_freq
1,次,刺,两次,两刺,177,0
1,予,与,给予,给与,177,2
1,溃,愧,崩溃,崩愧,177,0
1,及,极,提及,提极,176,0
1,西,息,巴西,巴息,176,0
0,监,间,监视,间视,176,0
1,境,與,困境,困與,176,0
1,為,乐,認為,認乐,176,0
1,激,基,刺激,刺基,176,0
1,应,硬,适应,适硬,176,0
0,出,初,出席,初席,175,0
0,路,時,路上,時上,175,0
1,家,加,买家,买加,175,0
0,询,寻,询问,寻问,175,1
1,星,兴,明星,明兴,175,0
1,弟,第,兄弟,兄第,175,0
0,受,售,受伤,售伤,175,0
1,好,号,良好,良号,175,0
0,除,橱,除非,橱非,175,0
1,错,挫,不错,不挫,174,0
1,乐,為,快乐,快為,174,0
1,解,姐,缓解,缓姐,174,0
1,林,临,森林,森临,174,0
0,战,運,战斗,運斗,174,0
0,党,挡,党内,挡内,174,0
0,立,力,立法,力法,173,0
0,安,紙,安装,紙装,173,0
0,修,休,修改,休改,173,0
0,足,族,足以,族以,173,0
1,令,另,下令,下另,173,0
1,会,汇,学会,学汇,173,0
0,邻,临,邻居,临居,173,0
0,指,動,指导,動导,172,0
0,工,公,工业,公业,172,0
0,亲,侵,亲密,侵密,172,0
1,评,屏,置评,置屏,172,0
1,人,仁,一人,一仁,172,0
1,人,仁,富人,富仁,172,0
0,便,变,便宜,变宜,172,0
0,查,察,查看,察看,172,3
1,概,盖,大概,大盖,172,0
1,部,不,总部,总不,172,0
0,人,仁,人会,仁会,172,0
0,以,已,以往,已往,171,0
1,运,頓,幸运,幸頓,171,0
1,地,第,本地,本第,171,0
1,名,明,提名,提明,171,1
1,秀,袖,优秀,优袖,171,0
1,炸,诈,爆炸,爆诈,171,0
0,到,道,到底,道底,170,0
0,阶,接,阶层,接层,170,0
1,长,常,成长,成常,170,0
0,专,砖,专门,砖门,170,0
0,详,祥,详细,祥细,170,0
0,移,一,移动,一动,170,2
1,人,仁,客人,客仁,170,0
0,招,昭,招生,昭生,170,0
0,船,传,船上,传上,169,0
1,症,政,癌症,癌政,169,0
0,任,认,任命,认命,169,0
1,新,心,更新,更心,169,0
1,距,剧,差距,差剧,169,0
0,设,社,设有,社有,169,0
0,照,發,照顾,發顾,169,0
1,长,常,市长,市常,168,0
0,现,宪,现年,宪年,168,0
1,园,员,花园,花员,168,0
1,十,时,八十,八时,168,1
1,色,瑟,红色,红瑟,168,0
1,是,视,可是,可视,167,1
1,造,它,改造,改它,167,0
1,起,企,想起,想企,167,0
0,负,付,负担,付担,167,0
1,现,线,体现,体线,167,0
1,私,思,隐私,隐思,167,0
1,佛,服,仿佛,仿服,167,0
0,匿,逆,匿名,逆名,167,0
1,谷,股,硅谷,硅股,167,0
0,理,里,理念,里念,166,0
1,物,务,植物,植务,166,0
0,农,浓,农村,浓村,166,0
0,回,爭,回来,爭来,166,0
0,一,疑,一支,疑支,166,0
1,情,擎,感情,感擎,166,0
1,巴,八,古巴,古八,166,0
1,心,新,决心,决新,166,0
1,彩,采,色彩,色采,166,0
1,定,订,特定,特订,165,0
0,利,力,利润,力润,165,0
1,台,將,上台,上將,165,0
0,资,兹,资产,兹产,165,0
0,纷,分,纷纷,分纷,165,0
0,星,兴,星期,兴期,165,0
0,坚,间,坚称,间称,164,0
1,出,初,付出,付初,164,0
0,为,位,为此,位此,164,0
1,于,過,至于,至過,164,0
0,手,首,手中,首中,164,0
0,压,押,压制,押制,164,0
1,倍,被,安倍,安被,164,0
1,党,挡,政党,政挡,164,0
0,穿,川,穿过,川过,163,0
1,圾,机,垃圾,垃机,163,0
1,会,選,这会,这選,163,0
0,分,氛,分别,氛别,163,0
1,候,后,气候,气后,163,0
1,怕,帕,哪怕,哪帕,163,0
1,地,帝,特地,特帝,163,0
0,深,身,深刻,身刻,163,0
1,惑,货,困惑,困货,163,0
1,续,序,连续,连序,163,0
0,实,石,实行,石行,163,0
1,资,讓,工资,工讓,162,0
0,争,征,争端,征端,162,0
0,扩,括,扩张,括张,162,0
0,深,身,深入,身入,162,1
1,期,七,为期,为七,162,0
0,结,节,结合,节合,162,0
0,模,磨,模糊,磨糊,162,0
1,百,摆,四百,四摆,162,0
1,翻,番,推翻,推番,161,0
1,题,提,议题,议提,161,0
1,出,初,退出,退初,161,0
0,提,题,提起,题起,161,0
0,关,观,关押,观押,161,0
0,清,轻,清晰,轻晰,161,0
0,名,明,名为,明为,161,0
0,层,曾,层面,曾面,161,0
1,行,航,飞行,飞航,161,0
1,性,仅,阳性,阳仅,161,0
1,个,各,多个,多各,161,0
0,交,聲,交给,聲给,160,0
1,而,儿,反而,反儿,160,0
0,场,厂,场景,厂景,160,0
1,上,尚,走上,走尚,160,0
1,自,字,各自,各字,160,0
0,摧,崔,摧毁,崔毁,160,0
1,庄,装,村庄,村装,160,0
0,众,重,众多,重多,160,0
1,好,耗,不好,不耗,159,0
0,下,夏,下跌,夏跌,159,0
1,营,迎,运营,运迎,159,0
0,物,务,物品,务品,159,0
0,例,力,例子,力子,159,0
1,会,惠,议会,议惠,159,0
1,經,钢,已經,已钢,159,0
1,下,夏,地下,地夏,159,0
1,费,废,消费,消废,158,0
1,有,友,持有,持友,158,0
0,威,危,威权,危权,158,0
0,合,和,合理,和理,158,0
1,费,废,花费,花废,158,0
1,方,坊,中方,中坊,158,0
1,作,做,写作,写做,158,0
1,战,站,冷战,冷站,158,0
0,召,照,召开,照开,158,0
0,每,美,每周,美周,158,0
1,据,具,占据,占具,158,0
1,到,道,想到,想道,158,0
1,行,航,進行,進航,158,0
1,力,立,势力,势立,157,0
1,述,树,上述,上树,157,0
1,会,選,他会,他選,157,0
0,认,任,认知,任知,157,0
1,千,迁,五千,五迁,157,0
1,个,各,各个,各各,157,0
1,富,父,丰富,丰父,157,0
0,知,之,知识,之识,157,0
1,信,衅,自信,自衅,157,0
0,独,读,独自,读自,157,0
1,往,网,通往,通网,157,0
0,沒,流,沒有,流有,156,0
1,間,豪,時間,時豪,156,0
1,币,必,货币,货必,156,0
1,勒,乐,穆勒,穆乐,156,0
1,金,今,基金,基今,156,0
1,知,之,通知,通之,155,0
0,动,洞,动作,洞作,155,0
1,餐,参,晚餐,晚参,155,0
0,整,拯,整体,拯体,155,0
0,天,添,天气,添气,155,0
1,尬,曼,尴尬,尴曼,155,0
0,十,时,十四,时四,155,0
0,布,不,布什,不什,155,0
0,乘,程,乘坐,程坐,155,0
0,加,家,加上,家上,155,2
0,科,柯,科米,柯米,155,0
0,國,刊,國家,刊家,155,0
0,回,爭,回归,爭归,155,0
1,断,段,判断,判段,154,0
1,好,号,友好,友号,154,0
1,事,是,行事,行是,154,0
0,极,即,极大,即大,154,0
0,幸,性,幸福,性福,154,0
0,致,置,致命,置命,154,0
0,画,话,画面,话面,154,0
1,线,限,在线,在限,154,0
1,天,添,两天,两添,154,0
1,缘,原,边缘,边原,154,0
0,这,浙,这片,浙片,154,0
1,物,务,生物,生务,154,0
1,报,暴,回报,回暴,154,0
1,荡,档,动荡,动档,154,0
0,金,今,金融,今融,153,0
0,教,较,教练,较练,153,0
0,妇,附,妇女,附女,153,0
0,毕,避,毕业,避业,153,0
0,明,名,明年,名年,153,0
1,整,拯,完整,完拯,153,0
0,一,宜,一生,宜生,153,0
0,颜,延,颜色,延色,153,0
1,算,蒜,计算,计蒜,152,0
1,型,行,典型,典行,152,0
0,同,童,同性,童性,152,0
1,假,贾,虚假,虚贾,152,0
0,消,销,消除,销除,152,0
0,边,编,边界,编界,152,0
1,见,件,异见,异件,152,0
0,始,使,始终,使终,152,0
1,美,每,中美,中每,152,0
1,明,名,聪明,聪名,152,0
1,制,智,抵制,抵智,151,0
1,篇,偏,这篇,这偏,151,0
0,被,备,被控,备控,151,0
1,签,千,标签,标千,151,0
1,子,紫,帖子,帖紫,151,0
0,回,爭,回复,爭复,151,0
0,瑞,锐,瑞典,锐典,151,0
0,新,心,新年,心年,150,0
0,毫,間,毫无,間无,150,0
1,露,路,暴露,暴路,150,0
1,出,初,超出,超初,150,0
0,专,砖,专栏,砖栏,150,0
0,却,确,却是,确是,150,1
1,工,公,特工,特公,150,0
1,加,家,添加,添家,150,0
0,条,调,条约,调约,150,0
1,路,露,铁路,铁露,150,0
1,线,现,路线,路现,150,0
0,大,場,大胆,場胆,150,0
1,泽,择,成泽,成择,150,0
0,将,江,将近,江近,150,0
1,市,是,该市,该是,150,7
0,到,道,到处,道处,149,0
0,带,代,带到,代到,149,0
0,撤,彻,撤离,彻离,149,0
0,一,宜,一日,宜日,149,0
1,麼,清,什麼,什清,149,0
0,类,累,类型,累型,149,0
0,一,疑,一種,疑種,149,0
1,樣,善,這樣,這善,149,0
1,作,做,创作,创做,149,0
1,要,药,就要,就药,149,0
1,领,岭,占领,占岭,149,0
1,千,签,三千,三签,149,0
1,动,洞,主动,主洞,148,0
0,专,砖,专注,砖注,148,0
1,于,渔,过于,过渔,148,0
1,似,四,相似,相四,148,0
0,信,衅,信仰,衅仰,148,0
0,独,读,独特,读特,148,0
0,亲,侵,亲戚,侵戚,148,0
1,质,置,本质,本置,148,0
1,跃,月,活跃,活月,148,0
0,脆,粹,脆弱,粹弱,148,0
1,出,初,演出,演初,148,0
1,轮,伦,邮轮,邮伦,148,0
1,来,它,过来,过它,148,0
1,造,它,打造,打它,147,0
1,盖,概,掩盖,掩概,147,0
0,账,胀,账户,胀户,147,0
1,成,承,当成,当承,147,0
0,现,限,现有,限有,147,0
1,对,队,派对,派队,147,0
0,孤,估,孤立,估立,147,0
1,們,与,它們,它与,147,0
1,著,助,显著,显助,146,0
1,丝,斯,粉丝,粉斯,146,0
1,判,時,审判,审時,146,0
0,火,伙,火箭,伙箭,146,0
0,美,每,美好,每好,146,0
0,点,典,点击,典击,146,0
1,家,嘉,两家,两嘉,146,0
1,到,道,送到,送道,146,0
1,暂,赞,短暂,短赞,146,0
0,工,公,工程,公程,146,0
0,辞,词,辞职,词职,146,0
0,塑,诉,塑造,诉造,146,0
0,提,题,提前,题前,146,0
0,地,蒂,地图,蒂图,145,0
1,慌,荒,恐慌,恐荒,145,0
1,长,常,漫长,漫常,145,0
0,听,厅,听说,厅说,145,0
0,头,投,头发,投发,145,0
1,其,奇,极其,极奇,145,0
0,兴,星,兴奋,星奋,145,0
0,出,初,出发,初发,144,0
0,失,师,失踪,师踪,144,0
0,一,移,一本,移本,144,0
0,剩,胜,剩下,胜下,144,0
1,始,使,開始,開使,144,0
1,离,備,远离,远備,144,0
0,技,计,技巧,计巧,144,0
1,栋,动,一栋,一动,144,2
0,般,班,般的,班的,144,0
0,沟,勾,沟通,勾通,144,0
1,加,家,施加,施家,144,0
1,是,示,真是,真示,144,0
0,镜,静,镜头,静头,143,0
0,集,疾,集体,疾体,143,0
0,成,惩,成绩,惩绩,143,0
0,由,油,由此,油此,143,0
1,队,对,部队,部对,143,0
1,待,代,虐待,虐代,143,0
1,测,策,猜测,猜策,143,0
0,古,骨,古老,骨老,143,0
0,性,仅,性爱,仅爱,142,0
1,绘,会,描绘,描会,142,0
0,球,求,球队,求队,142,0
1,滩,贪,海滩,海贪,142,0
1,除,厨,删除,删厨,142,0
0,船,传,船只,传只,142,0
0,呼,忽,呼吸,忽吸,142,0
1,便,变,方便,方变,142,0
0,纪,际,纪念,际念,141,0
0,可,渴,可靠,渴靠,141,0
1,型,行,小型,小行,141,0
1,度,杜,年度,年杜,141,0
1,以,已,予以,予已,141,0
0,为,卫,为何,卫何,141,0
0,这,浙,这栋,浙栋,141,0
1,立,力,设立,设力,141,0
0,悲,杯,悲伤,杯伤,141,0
0,合,和,合同,和同,141,0
1,后,候,此后,此候,141,0
0,沿,言,沿着,言着,141,0
0,排,牌,排除,牌除,141,0
0,后,候,后面,候面,140,0
0,感,敢,感谢,敢谢,140,0
1,艘,设,一艘,一设,140,0
1,守,首,遵守,遵首,140,0
0,地,递,地面,递面,140,0
1,物,务,礼物,礼务,140,0
1,现,腺,展现,展腺,140,0
0,相,香,相同,香同,140,0
0,条,调,条款,调款,140,0
1,员,元,雇员,雇元,140,0
0,去,趣,去过,趣过,140,0
0,沮,举,沮丧,举丧,140,0
1,纪,济,年纪,年济,140,0
0,玻,波,玻璃,波璃,139,0
0,共,贡,共识,贡识,139,0
1,所,索,场所,场索,139,0
1,部,不,外部,外不,139,0
0,沙,杀,沙特,杀特,139,0
0,阻,组,阻碍,组碍,139,0
0,滑,华,滑雪,华雪,139,0
0,反,返,反抗,返抗,139,0
0,图,徒,图片,徒片,139,0
1,岸,案,海岸,海案,139,0
0,不,部,不必,部必,139,0
0,清,倾,清洗,倾洗,139,0
1,和,何,温和,温何,138,0
1,有,友,含有,含友,138,0
1,上,尚,马上,马尚,138,0
0,额,俄,额外,俄外,138,0
0,数,树,数月,树月,138,0
0,进,尽,进程,尽程,138,0
0,反,返,反复,返复,138,0
0,翻,帆,翻译,帆译,138,0
1,暗,案,黑暗,黑案,138,0
1,级,极,超级,超极,138,0
1,弟,地,弟弟,弟地,138,0
0,航,行,航空,行空,138,0
1,机,击,动机,动击,138,0
0,资,兹,资助,兹助,138,0
0,新,心,新鲜,心鲜,138,0
1,為,乐,華為,華乐,138,0
1,权,全,授权,授全,138,0
1,露,路,泄露,泄路,138,0
1,减,检,削减,削检,137,0
0,现,陷,现金,陷金,137,0
1,弹,但,炸弹,炸但,137,0
1,苗,描,疫苗,疫描,137,0
0,激,基,激进,基进,137,0
1,击,基,抨击,抨基,137,0
1,刻,克,立刻,立克,137,1
0,轻,青,轻松,青松,137,0
1,动,見,互动,互見,136,0
1,守,首,保守,保首,136,0
1,计,际,统计,统际,136,0
1,子,紫,电子,电紫,136,0
0,库,酷,库什,酷什,136,0
1,其,奇,与其,与奇,136,0
0,意,易,意愿,易愿,136,0
0,邻,林,邻国,林国,136,0
1,婚,昏,离婚,离昏,136,0
0,贫,频,贫困,频困,136,0
1,行,航,出行,出航,136,2
0,承,乘,承受,乘受,136,0
0,大,場,大国,場国,136,0
1,尔,動,科尔,科動,136,0
0,它,捐,它会,捐会,136,0
0,有,友,有过,友过,136,0
0,形,行,形容,行容,136,0
1,行,航,运行,运航,135,0
0,先,鲜,先进,鲜进,135,0
1,见,件,会见,会件,135,0
0,公,攻,公主,攻主,135,0
0,资,它,资本,它本,135,0
1,威,危,权威,权危,135,0
0,地,第,地铁,第铁,135,0
0,始,無,始于,無于,135,0
0,极,她,极为,她为,135,0
1,名,明,几名,几明,135,0
0,成,程,成熟,程熟,135,0
0,姿,滋,姿态,滋态,135,0
1,户,护,窗户,窗护,135,0
0,魅,妹,魅力,妹力,134,0
0,腾,藤,腾讯,藤讯,134,0
1,星,兴,卫星,卫兴,134,0
0,皮,抨,皮肤,抨肤,134,0
1,决,觉,裁决,裁觉,134,0
1,慧,会,智慧,智会,134,0
0,预,愈,预算,愈算,134,0
0,沉,陈,沉默,陈默,134,0
0,武,五,武装,五装,134,0
1,序,续,秩序,秩续,134,0
0,舞,五,舞台,五台,134,2
0,气,汽,气氛,汽氛,134,0
1,丽,利,美丽,美利,134,0
0,期,七,期望,七望,134,0
1,对,队,一对,一队,134,16
1,片,骗,芯片,芯骗,134,0
1,事,是,一事,一是,134,22
1,任,认,现任,现认,134,0
1,伸,身,延伸,延身,133,0
1,建,见,重建,重见,133,1
1,为,卫,颇为,颇卫,133,0
0,以,已,以此,已此,133,0
1,协,鞋,妥协,妥鞋,133,0
1,民,會,平民,平會,133,1
0,自,字,自治,字治,133,0
1,笔,比,这笔,这比,133,29
0,帝,地,帝国,地国,133,0
0,吃,痴,吃饭,痴饭,133,0
1,大,場,加大,加場,133,0
0,毒,独,毒品,独品,133,0
1,除,厨,拆除,拆厨,133,0
1,百,摆,六百,六摆,133,0
0,一,移,一枚,移枚,132,0
1,色,瑟,特色,特瑟,132,0
0,旅,侣,旅客,侣客,132,0
1,种,肿,物种,物肿,132,0
0,大,場,大麻,場麻,132,0
1,客,克,政客,政克,132,0
0,自,字,自动,字动,132,0
1,越,月,超越,超月,132,0
1,出,初,得出,得初,132,0
0,人,仁,人才,仁才,132,0
1,起,個,这起,这個,132,0
0,每,美,每日,美日,131,11
1,直,值,简直,简值,131,0
1,视,试,重视,重试,131,0
1,来,它,进来,进它,131,0
1,格,隔,资格,资隔,131,0
1,穷,琼,贫穷,贫琼,131,0
1,涨,店,上涨,上店,131,0
0,曝,瀑,曝光,瀑光,131,0
1,长,常,部长,部常,131,0
0,婚,昏,婚礼,昏礼,131,0
1,个,各,哪个,哪各,131,0
1,藏,脏,隐藏,隐脏,131,0
0,强,墙,强迫,墙迫,131,0
1,衅,信,挑衅,挑信,131,0
0,知,之,知名,之名,131,14
0,最,罪,最早,罪早,131,0
0,金,今,金钱,今钱,131,0
0,登,灯,登上,灯上,131,1
1,学,穴,文学,文穴,131,0
0,罗,記,罗马,記马,131,0
0,激,鸡,激增,鸡增,131,0
0,微,給,微妙,給妙,130,0
0,几,己,几次,己次,130,0
0,不,布,不敢,布敢,130,0
1,确,却,准确,准却,130,0
0,研,严,研发,严发,130,0
1,略,掠,忽略,忽掠,130,0
0,冒,贸,冒险,贸险,130,0
1,程,為,行程,行為,130,35
1,腊,蜡,希腊,希蜡,130,0
0,警,景,警惕,景惕,130,0
0,紧,谨,紧密,谨密,130,0
1,决,绝,判决,判绝,130,0
0,一,移,一架,移架,129,0
0,前,钱,前任,钱任,129,0
0,回,爭,回国,爭国,129,0
1,出,初,支出,支初,129,0
0,地,第,地板,第板,129,0
1,道,到,渠道,渠到,129,0
1,争,征,抗争,抗征,129,0
0,冲,充,冲击,充击,129,0
0,一,移,一批,移批,129,0
0,自,字,自豪,字豪,129,0
0,意,异,意图,异图,129,0
0,共,贡,共有,贡有,129,0
1,可,渴,许可,许渴,129,0
1,护,户,庇护,庇户,129,0
0,识,十,识别,十别,129,0
1,是,似,這是,這似,129,0
1,启,起,开启,开起,129,2
1,也,野,再也,再野,129,0
1,育,欲,生育,生欲,129,0
1,出,初,说出,说初,129,0
1,酷,库,残酷,残库,128,0
0,连,計,连接,計接,128,0
1,会,慧,协会,协慧,128,0
0,不,布,不足,布足,128,0
0,罪,最,罪名,最名,128,0
0,好,号,好奇,号奇,128,0
1,待,代,看待,看代,128,0
1,底,抵,年底,年抵,128,0
1,作,座,运作,运座,128,0
1,静,境,平静,平境,127,0
0,规,归,规划,归划,127,0
0,時,路,時候,路候,127,0
0,学,穴,学术,穴术,127,0
0,依,一,依靠,一靠,127,1
1,度,杜,过度,过杜,127,0
1,动,洞,发动,发洞,127,0
1,和,何,缓和,缓何,127,0
0,大,場,大道,場道,127,0
0,思,斯,思维,斯维,126,0
1,学,穴,入学,入穴,126,0
0,议,义,议程,义程,126,0
0,阳,扬,阳光,扬光,126,0
1,格,革,伯格,伯革,126,0
0,不,部,不幸,部幸,126,0
0,摄,设,摄入,设入,126,0
1,久,九,永久,永九,126,0
0,互,户,互相,户相,126,0
1,境,與,入境,入與,126,0
1,急,极,紧急,紧极,126,0
1,言,研,发言,发研,125,0
0,赞,暂,赞扬,暂扬,125,0
0,美,每,美味,每味,125,0
1,事,是,叙事,叙是,125,0
0,中,钟,中期,钟期,125,0
1,情,擎,知情,知擎,125,0
0,地,第,地说,第说,125,1
0,妹,魅,妹妹,魅妹,125,0
1,设,社,开设,开社,125,0
1,判,時,被判,被時,125,0
1,望,忘,绝望,绝忘,125,0
0,刘,留,刘强,留强,125,0
0,一,移,一则,移则,125,0
1,意,疫,满意,满疫,124,0
0,吸,西,吸烟,西烟,124,0
0,地,第,地缘,第缘,124,0
1,种,肿,种种,种肿,124,0
1,号,好,口号,口好,124,0
1,天,添,三天,三添,124,0
1,流,留,主流,主留,124,0
1,照,赵,护照,护赵,124,0
1,石,时,化石,化时,124,0
0,呈,成,呈现,成现,124,0
1,人,仁,老人,老仁,124,0
1,除,厨,废除,废厨,124,0
1,来,莱,原来,原莱,124,0
0,宇,与,宇宙,与宙,124,0
1,术,数,手术,手数,124,0
0,负,副,负面,副面,124,0
1,到,道,起到,起道,123,0
0,正,政,正面,政面,123,0
1,钱,前,赚钱,赚前,123,0
0,形,行,形势,行势,123,0
1,来,莱,将来,将莱,123,0
0,认,任,认定,任定,123,0
0,桌,捉,桌子,捉子,123,0
1,餐,参,早餐,早参,123,0
1,图,徒,上图,上徒,123,0
0,名,明,名人,明人,123,0
1,见,舰,看见,看舰,123,0
0,宿,诉,宿舍,诉舍,123,0
1,救,就,拯救,拯就,123,0
1,疑,移,无疑,无移,123,0
1,速,诉,加速,加诉,123,0
0,上,尚,上诉,尚诉,123,0
0,爱,碍,爱情,碍情,123,0
0,忠,中,忠诚,中诚,122,0
1,已,以,而已,而以,122,0
1,是,事,要是,要事,122,0
1,革,隔,变革,变隔,122,0
1,重,虫,体重,体虫,122,0
0,关,官,关联,官联,122,0
0,据,距,据说,距说,122,0
0,专,砖,专制,砖制,122,0
0,度,肚,度假,肚假,122,0
0,局,橘,局面,橘面,122,0
1,色,瑟,蓝色,蓝瑟,122,0
1,行,航,罪行,罪航,122,0
0,解,姐,解除,姐除,122,0
0,协,胁,协助,胁助,122,0
1,份,分,省份,省分,122,0
1,及,疾,问及,问疾,122,0
0,肺,费,肺炎,费炎,122,0
1,子,紫,椅子,椅紫,121,0
1,裔,易,族裔,族易,121,0
0,合,和,合适,和适,121,0
1,记,纪,忘记,忘纪,121,0
0,塑,赚,塑料,赚料,121,0
1,部,不,西部,西不,121,0
0,传,船,传递,船递,121,0
0,司,斯,司法,斯法,121,0
0,武,五,武力,五力,121,0
1,动,冻,启动,启冻,121,0
0,延,言,延长,言长,121,0
0,示,事,示威,事威,121,0
1,产,阐,遗产,遗阐,121,0
0,不,部,不当,部当,121,0
1,达,答,传达,传答,121,0
1,价,假,房价,房假,121,0
0,例,利,例外,利外,121,0
0,迫,破,迫害,破害,121,0
0,设,社,设法,社法,121,0
1,雄,熊,英雄,英熊,121,0
0,一,移,一把,移把,120,0
1,见,件,偏见,偏件,120,0
1,际,济,洲际,洲济,120,0
1,住,助,抓住,抓助,120,0
0,赋,付,赋予,付予,120,0
1,场,厂,那场,那厂,120,0
1,滑,华,下滑,下华,120,0
0,赞,暂,赞美,暂美,120,0
1,示,是,揭示,揭是,120,0
0,大,場,大会,場会,120,0
1,就,旧,早就,早旧,120,0
0,忽,呼,忽视,呼视,120,0
0,公,宫,公正,宫正,120,0
1,人,仁,主人,主仁,120,0
0,秋,丘,秋天,丘天,120,0
1,众,重,大众,大重,119,0
1,小,晓,大小,大晓,119,0
1,明,名,透明,透名,119,0
1,静,境,安静,安境,119,0
0,捐,它,捐款,它款,119,0
1,径,镜,途径,途镜,119,0
0,没,嘛,没能,嘛能,119,0
0,练,恋,练习,恋习,119,0
1,业,夜,农业,农夜,119,0
0,屋,乌,屋顶,乌顶,119,0
0,指,只,指示,只示,119,0
1,球,求,月球,月求,119,0
1,先,鲜,优先,优鲜,119,0
0,从,丛,从中,丛中,119,0
0,杀,沙,杀死,沙死,119,0
1,上,尚,床上,床尚,119,0
1,有,友,患有,患友,118,0
1,于,余,低于,低余,118,0
1,出,初,走出,走初,118,0
0,斯,私,斯通,私通,118,0
1,伤,商,创伤,创商,118,0
1,动,見,劳动,劳見,118,0
0,局,橘,局势,橘势,118,0
1,辞,瓷,措辞,措瓷,118,0
0,封,它,封城,它城,118,0
0,脂,之,脂肪,之肪,118,0
0,看,瞰,看似,瞰似,118,0
0,强,墙,强制,墙制,118,0
1,结,洁,团结,团洁,118,0
0,预,體,预防,體防,118,0
0,税,睡,税收,睡收,118,0
1,星,兴,火星,火兴,118,0
0,之,支,之内,支内,118,0
1,上,尚,街上,街尚,117,0
1,谱,朴,食谱,食朴,117,0
1,果,嚴,水果,水嚴,117,0
1,石,食,钻石,钻食,117,0
0,称,撑,称赞,撑赞,117,0
1,献,现,贡献,贡现,117,0
0,經,缸,經濟,缸濟,117,0
1,贵,桂,昂贵,昂桂,117,0
1,到,道,等到,等道,117,0
1,购,构,收购,收构,117,0
0,港,岗,港口,岗口,117,0
1,享,响,共享,共响,117,0
1,信,衅,短信,短衅,117,0
1,会,汇,聚会,聚汇,116,0
0,欧,殴,欧元,殴元,116,0
1,量,粮,质量,质粮,116,0
0,西,希,西藏,希藏,116,0
1,是,似,更是,更似,116,0
0,微,危,微博,危博,116,0
0,不,部,不了,部了,116,0
1,生,声,丧生,丧声,116,0
1,鲜,先,海鲜,海先,116,0
1,住,助,记住,记助,116,0
0,燃,然,燃料,然料,116,0
1,塑,素,雕塑,雕素,116,0
0,上,尚,上任,尚任,116,0
0,具,拒,具备,拒备,116,0
0,单,丹,单独,丹独,116,0
0,大,場,大门,場门,116,0
0,舆,于,舆论,于论,116,0
0,咨,资,咨询,资询,116,0
1,源,员,能源,能员,116,0
1,华,滑,对华,对滑,116,0
1,笑,校,嘲笑,嘲校,116,0
1,贴,帖,补贴,补帖,116,0
0,家,加,家乡,加乡,115,0
1,断,段,诊断,诊段,115,0
0,色,瑟,色情,瑟情,115,0
0,第,蒂,第三,蒂三,115,0
0,在,再,在家,再家,115,0
1,一,移,同一,同移,115,0
1,申,身,重申,重身,115,0
0,欣,新,欣赏,新赏,115,0
0,娱,于,娱乐,于乐,115,0
0,有,友,有个,友个,115,0
1,制,置,管制,管置,115,0
1,忙,盲,帮忙,帮盲,115,0
1,使,始,大使,大始,115,0
1,上,尚,之上,之尚,115,0
0,午,五,午餐,五餐,114,0
1,心,新,野心,野新,114,0
1,主,煮,雇主,雇煮,114,0
1,厅,听,客厅,客听,114,0
0,一,遗,一台,遗台,114,0
1,近,禁,靠近,靠禁,114,0
1,色,瑟,绿色,绿瑟,114,0
1,架,价,绑架,绑价,114,0
0,保,宝,保密,宝密,114,0
1,多,咄,诸多,诸咄,114,0
0,审,沈,审视,沈视,114,0
0,据,具,据信,具信,114,0
0,起,企,起初,企初,114,0
1,事,试,刑事,刑试,114,0
0,公,工,公里,工里,114,0
0,回,爭,回去,爭去,114,0
0,一,移,一封,移封,114,0
0,严,言,严肃,言肃,113,0
0,考,烤,考验,烤验,113,0
0,避,話,避开,話开,113,0
1,利,例,有利,有例,113,0
1,尼,泥,印尼,印泥,113,0
0,比,笔,比尔,笔尔,113,0
1,手,首,选手,选首,113,0
1,慢,曼,缓慢,缓曼,113,0
0,治,制,治理,制理,113,0
1,相,香,首相,首香,113,0
1,方,坊,南方,南坊,113,0
0,装,庄,装饰,庄饰,113,0
1,话,化,通话,通化,113,0
1,情,擎,同情,同擎,113,0
1,幅,服,一幅,一服,113,0
0,户,护,户外,护外,113,0
0,运,孕,运转,孕转,113,0
0,住,注,住房,注房,112,0
0,弹,但,弹劾,但劾,112,0
1,客,克,博客,博克,112,2
0,游,嘲,游说,嘲说,112,0
0,露,录,露台,录台,112,0
0,机,基,机制,基制,112,0
1,经,京,未经,未京,112,0
1,胞,包,细胞,细包,112,0
1,个,各,六个,六各,112,0
1,欧,殴,脱欧,脱殴,112,0
1,代,戴,当代,当戴,112,0
1,策,测,决策,决测,112,0
1,們,於,人們,人於,112,0
1,决,觉,坚决,坚觉,112,0
0,有,友,有用,友用,112,0
1,受,售,备受,备售,112,0
0,交,焦,交换,焦换,112,0
1,哥,歌,哥哥,哥歌,112,0
1,东,冬,京东,京冬,112,0
1,多,咄,最多,最咄,112,0
0,太,态,太阳,态阳,112,0
1,渐,键,日渐,日键,111,0
1,育,预,体育,体预,111,0
1,情,擎,表情,表擎,111,0
1,娜,纳,李娜,李纳,111,0
0,介,界,介入,界入,111,0
1,旅,履,之旅,之履,111,0
0,东,冬,东部,冬部,111,0
0,不,步,不停,步停,111,0
1,繁,凡,频繁,频凡,111,0
0,列,烈,列入,烈入,111,0
1,天,添,冬天,冬添,111,0
1,像,项,图像,图项,111,0
1,有,友,国有,国友,111,0
